name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
NOBLE CORP,NE,1458891,G6610J209,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,Texas; U.S.A,28125523a84f874ff06228e7fa2c1b7f
DOW INC,DOW,1751788,260557103,NYSE,False,Domestic Common Stock Primary Class,Basic Materials,Chemicals,2821,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals,USD,Michigan; U.S.A,c249c1b6f3f39c9d5b1a351eba076949
VANECK CHINEXT ETF,CNXT,1137360,92189F627 57061R361,NYSEARCA,False,ETF,,,,,,,,USD,New York; U.S.A,b0ab95827c32b9616851c3283d0e14d0
MARATHON PETROLEUM CORP,MPC,1510295,56585A102,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Refining & Marketing,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Ohio; U.S.A,a7ec93e0c018f2a5047db4b53cbd8dd9
LEGGETT & PLATT INC,LEG,58492,524660107,NYSE,False,Domestic Common Stock,Consumer Cyclical,Furnishings Fixtures & Appliances,2510,Manufacturing,Household Furniture,,Consumer Goods,USD,Missouri; U.S.A,7309f0bfec2f5f5fd7033c639073cd81
AT&T INC,T,732717,00206R102 78387G103 78387G202,NYSE,False,Domestic Common Stock Primary Class,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Texas; U.S.A,c9841a28ac21b8f1e2743ce76c3b0b40
ALZA CORP,AZA.A,4310,022615108,NYSE,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,California; U.S.A,7f970e589e2515b63bf60e5f66d585d0
COVENTRY HEALTH CARE INC,CVH,1054833,222862104 222853103,NYSE,True,Domestic Common Stock,Healthcare,Healthcare Plans,6324,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance,USD,Maryland; U.S.A,1f22ba2a654d7bae7d4601415281d388
ALBERTSONS INC,ABS,3333,013104104,NYSE,True,Domestic Common Stock,Consumer Defensive,Grocery Stores,5411,Retail Trade,Retail-Grocery Stores,,Retail,USD,Idaho; U.S.A,af208dfe34dc1ee57be074ad2f89721b
INTEGRYS HOLDING INC,TEG,916863,45822P105 92931B106 976843805,NYSE,True,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,Wisconsin; U.S.A,2ff9bf13a89561afdcfc5f78c9d48d84
NOVELL INC,NOVL,758004,670006105 801833104,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Massachusetts; U.S.A,afb0bebba4af8063c476712c604a1d82
SOLECTRON CORP,SLR,835541,834182107,NYSE,True,Domestic Common Stock,Technology,Electronic Components,3672,Manufacturing,Printed Circuit Boards,,Electronic Equipment,USD,California; U.S.A,9735ae3bb79f7e7a8e44aa187a0ace72
UNITEDHEALTH GROUP INC,UNH,731766,91324P102 910581107,NYSE,False,Domestic Common Stock,Healthcare,Healthcare Plans,6324,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance,USD,Minnesota; U.S.A,d9a2b0ee6896d2b0fe63ee3cc26bae0a
VERISK ANALYTICS INC,VRSK,1442145,92345Y106,NASDAQ,False,Domestic Common Stock,Industrials,Consulting Services,7374,Services,Services-Computer Processing & Data Preparation,,Business Services,USD,New Jersey; U.S.A,517990daa5e8c8a376fe7f3dfc080529
UCOMMUNE INTERNATIONAL LTD,UK,1821424,68632T109 68632T208 G9449A100,NASDAQ,False,ADR Common Stock Primary Class,Real Estate,Real Estate Services,7389,Services,Services-Business Services Nec,,Business Services,CNY,New York; U.S.A,0fd9b3e06031a52a73ef15db4328d7e4
COMCAST CORP,CMCSK,1166691,20030N200,NASDAQ,True,Domestic Common Stock Secondary Class,Consumer Cyclical,Entertainment,4841,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,USD,Pennsylvania; U.S.A,af4331a68ef347627766def20e81748d
HASBRO INC,HAS,46080,418056107,NASDAQ,False,Domestic Common Stock,Consumer Cyclical,Leisure,3944,Manufacturing,Games Toys & Children'S Vehicles (No Dolls & Bicycles),,Recreation,USD,Rhode Island; U.S.A,45d3d1149da80b28dce4e412e783fe20
IAC INC,IAC,1800227,44891N208 44891N109,NASDAQ,False,Domestic Common Stock,Technology,Internet Content & Information,5990,Retail Trade,Retail-Retail Stores Nec,,Retail,USD,New York; U.S.A,c9e3eb916634b59769a20d18c0348cf2
HARTFORD FINANCIAL SERVICES GROUP INC,HIG,874766,416515104 45068H106,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Insurance - Diversified,6331,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,USD,Connecticut; U.S.A,065c92287b821e9506ad982f2957d948
YUM BRANDS INC,YUM,1041061,988498101 895953107,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Restaurants,5812,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels,USD,Kentucky; U.S.A,3f60aa3d5e88f106e9f529b00959fdab
UNICOM CORP,UCM,918040,904911104,NYSE,True,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4911,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,USD,Illinois; U.S.A,9f096373c65d3ac4a3910dd1a9d22c41
PRINCIPAL FINANCIAL GROUP INC,PFG,1126328,74251V102,NASDAQ,False,Domestic Common Stock Primary Class,Financial Services,Insurance - Diversified,6321,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance,USD,Iowa; U.S.A,f0338cf60cf2752a909c8358ebcd3428
BATH & BODY WORKS INC,BBWI,701985,501797104 070830104 532716107 651192106,NYSE,False,Domestic Common Stock,Consumer Cyclical,Apparel Retail,5621,Retail Trade,Retail-Women'S Clothing Stores,,Retail,USD,Ohio; U.S.A,f0ade9688cac0a4a7ce14d39aff17a57
ADT INC,ADT,1703056,00090Q103,NYSE,False,Domestic Common Stock,Industrials,Security & Protection Services,7381,Services,Services-Detective Guard & Armored Car Services,,Business Services,USD,Florida; U.S.A,00163d34e63be027a378e2a8769a1ff6
MCKESSON CORP,MCK,927653,58155Q103 581557105 58155P501,NYSE,False,Domestic Common Stock,Healthcare,Medical Distribution,5122,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,,Wholesale,USD,Texas; U.S.A,573961cf0d016a6b4d892caf6b3206dc
SIGNATURE BANK CORP,SBNY,1288784,82669G104,NASDAQ,False,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,,USD,New York; U.S.A,feb006a58e105fc08baad937d11320ff
HARRAHS ENTERTAINMENT INC,HET,858339,413619107,NASDAQ,True,Domestic Common Stock,Consumer Cyclical,Resorts & Casinos,7011,Services,Hotels & Motels,,Restaraunts Hotels Motels,USD,Nevada; U.S.A,ca522363e09d3a01f0828d0df77f1974
HILTON WORLDWIDE HOLDINGS INC,HLT,1585689,43300A203 43300A104,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Lodging,7011,Services,Hotels & Motels,,Restaraunts Hotels Motels,USD,Virginia; U.S.A,19434174d12318eb077d6a71a75d3730
RYDER SYSTEM INC,R,85961,783549108,NYSE,False,Domestic Common Stock,Industrials,Rental & Leasing Services,7510,Services,Services-Auto Rental & Leasing (No Drivers),,Personal Services,USD,Florida; U.S.A,b7bb6c4f6f334cc234b041d8a226e173
GAMESTOP CORP,GME,1326380,36467W109 36466R101 36467W208,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Specialty Retail,5734,Retail Trade,Retail-Computer & Computer Software Stores,,Retail,USD,Texas; U.S.A,69ab84a305e48bcc1ae808e6a85a493c
WEYERHAEUSER CO,WY,106535,962166104,NYSE,False,Domestic Common Stock Primary Class,Real Estate,REIT - Specialty,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Washington; U.S.A,4d0668e1256f7909311a60dcab2dd08a
ALLSTATE CORP,ALL,899051,020002101,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Insurance - Property & Casualty,6331,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,USD,Illinois; U.S.A,70651099f6474b892e33144d08958a6c
UNITED BREWERIES CO INC,CCU,888746,204429104,NYSE,False,ADR Common Stock,Consumer Defensive,Beverages - Brewers,2082,Manufacturing,Malt Beverages,,Beer & Liquor,CLP,Chile,67cccf12f1b29ff04a5a91183b2a215c
DANAHER CORP,DHR,313616,235851102 235851110,NYSE,False,Domestic Common Stock Primary Class,Healthcare,Diagnostics & Research,3823,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment,USD,District Of Columbia; U.S.A,1150456feaeb649efbb5eb29d718312f
INTUIT INC,INTU,896878,461202103,NASDAQ,False,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,c8f0c1796be2e3e88fb9ef6f937c9838
INVITATION HOMES INC,INVH,1687229,46187W107,NYSE,False,Domestic Common Stock,Real Estate,REIT - Residential,6510,Finance Insurance And Real Estate,Real Estate Operators (No Developers) & Lessors,,Real Estate,USD,Texas; U.S.A,876920347c57225d8f9cfe7ecb1cfb6c
REALM THERAPEUTICS PLC,RLM,1718903,75606L103,NASDAQ,True,ADR Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,United Kingdom,f0ad7e2fb81eee2af1be2a6283155ad5
DOW JONES & CO INC,DJ,29924,260561105,NASDAQ,True,Domestic Common Stock,Consumer Cyclical,Publishing,2711,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing,USD,New York; U.S.A,44d40608f74103475e99dae8e7a5bf96
CERIDIAN HCM HOLDING INC,CDAY,1725057,15677J108,NYSE,False,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Minnesota; U.S.A,f2f7d9d7f15f7a2ff40f801704808d98
PARAMOUNT GLOBAL,PARA,813828,92556H206 124857202 960402105,NASDAQ,False,Domestic Common Stock Primary Class,Consumer Cyclical,Entertainment,4833,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,USD,New York; U.S.A,d9ab2a10385a727d331cceb9baafbcdb
WENDY'S CO,WEN,30697,95058W100 950587105 895927101,NASDAQ,False,Domestic Common Stock Primary Class,Consumer Cyclical,Restaurants,5810,Retail Trade,Retail-Eating & Drinking Places,,Restaraunts Hotels Motels,USD,Ohio; U.S.A,589624c25a719433b42f4e57093baa45
HESS CORP,HES,4447,42809H107 023551104,NYSE,False,Domestic Common Stock Primary Class,Energy,Oil & Gas E&P,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,New York; U.S.A,5e879bdafea44a3a6808190e51266e4b
ROWAN COMPANIES PLC,RDC,85408,G7665A101 779382100,NYSE,True,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,United Kingdom,60f8e4e27aa10214569bbecdc7dc96e6
HANCOCK JOHN FINANCIAL SERVICES INC,JHF,736260,41014S106,NYSE,True,Domestic Common Stock,Financial Services,Insurance - Life,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance,USD,Massachusetts; U.S.A,ec64d11d665918e7f2fa09f5c2f8f953
HEALTHPEAK PROPERTIES INC,PEAK,765880,40414L109 42250P103 421915109,NYSE,False,Domestic Common Stock Primary Class,Real Estate,REIT - Healthcare Facilities,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,California; U.S.A,a65b6a6a1825065e6aebe72ec909d426
CORNING INC,GLW,24741,219350105 219319209,NYSE,False,Domestic Common Stock,Technology,Electronic Components,3357,Manufacturing,Drawing & Insulating Of Nonferrous Wire,,Steel Works Etc,USD,New York; U.S.A,8f869400c06bc62fae5a64b219acdd86
TIMES MIRROR CO,TMC.A,925260,887364107,NYSE,True,Domestic Common Stock,Consumer Cyclical,Publishing,2711,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing,USD,California; U.S.A,1b5a1857a12a6c380d7b9286fb75e911
LEGG MASON INC,LM,704051,524901105,NYSE,True,Domestic Common Stock Primary Class,Financial Services,Asset Management,6282,Finance Insurance And Real Estate,Investment Advice,,Trading,USD,Maryland; U.S.A,f5547cc1900a257c646fa5890708fe13
APTIV PLC,APTV,1521332,G6095L109 G27823106,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Auto Parts,3714,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,USD,Ireland,be4e7d4bb0743d9288986eca41f5d0ff
SIGMA ALDRICH CORP,SIAL,90185,826552101,NASDAQ,True,Domestic Common Stock,Basic Materials,Chemicals,5160,Wholesale Trade,Wholesale-Chemicals & Allied Products,,Wholesale,USD,Missouri; U.S.A,7cbbc683554b4df46df928a9914bdc43
COMERICA INC,CMA,28412,200340107,NYSE,False,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Texas; U.S.A,6dad28de804edd93f32124a18a5fa763
GOODYEAR TIRE & RUBBER CO,GT,42582,382550101,NASDAQ,False,Domestic Common Stock,Consumer Cyclical,Auto Parts,3011,Manufacturing,Tires & Inner Tubes,,Automobiles and Trucks,USD,Ohio; U.S.A,b6c3fc0f11d328beaa0ae641deb24089
MASSEY ENERGY CO,MEE,37748,576206106,NYSE,True,Domestic Common Stock,Basic Materials,Thermal Coal,1221,Mining,Bituminous Coal & Lignite Surface Mining,,Coal,USD,Virginia; U.S.A,0366e2a12bce8adc9430af6b4f7f8b5c
HERSHEY CO,HSY,47111,427866108,NYSE,False,Domestic Common Stock,Consumer Defensive,Confectioners,2060,Manufacturing,Sugar & Confectionery Products,,Food Products,USD,Pennsylvania; U.S.A,4a70b3c1f6a86f3802f8ea78e3abcdc1
MERRILL LYNCH & CO INC,MER,65100,590188108,NYSE,True,Domestic Common Stock Primary Class,Financial Services,Capital Markets,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,USD,New York; U.S.A,f0bf882f5ea1e2320283a6216c134bab
SMITH A O CORP,AOS,91142,831865209,NYSE,False,Domestic Common Stock Primary Class,Industrials,Specialty Industrial Machinery,3630,Manufacturing,Household Appliances,,Consumer Goods,USD,Wisconsin; U.S.A,ea2d9a2811cf68fe8ce18b1f00b130af
PHILLIPS 66,PSX,1534701,718546104 743627101,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Refining & Marketing,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Texas; U.S.A,52d63692fd8f8fd1394687b716ef3b27
HOMESTAKE MINING CO,HM,743872,437614100,NYSE,True,Domestic Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,California; U.S.A,8b9fa5eaa1b4aad74f50dd6a5a452cc9
MICROSOFT CORP,MSFT,789019,594918104,NASDAQ,False,Domestic Common Stock,Technology,Software - Infrastructure,7372,Services,Services-Prepackaged Software,,Business Services,USD,Washington; U.S.A,0f08a6a6742dc4148badfef6977406cf
SYNOPSYS INC,SNPS,883241,871607107,NASDAQ,False,Domestic Common Stock,Technology,Software - Infrastructure,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,d378e2109eb10ac481b49585240c4c50
FIRST REPUBLIC BANK,FRC,1132979,33616C100 336158100,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,,USD,California; U.S.A,3309ff673c16c89490a305d5768a1761
WASTE MANAGEMENT INC,WM,823768,94106L109 902917103,NYSE,False,Domestic Common Stock,Industrials,Waste Management,4953,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,,Almost Nothing,USD,Texas; U.S.A,e7fa518bee6c5487a12a7cac200afbe8
RAYTHEON CO,RTN,1047122,755111507 755111101 755111309 755111408,NYSE,True,Domestic Common Stock,Industrials,Aerospace & Defense,3812,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment,USD,Massachusetts; U.S.A,6a41e005bb5bd03f2f3a1bbf3a310a7c
CHINA TELECOM CORP LTD,CHA,1191255,169426103,NYSE,True,ADR Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,CNY,Taiwan,6b0063afe9c5e02950351146dfae9c1c
INTERNATIONAL PAPER CO,IP,51434,460146103 460146129,NYSE,False,Domestic Common Stock,Consumer Cyclical,Packaging & Containers,2621,Manufacturing,Paper Mills,,Business Supplies,USD,Tennessee; U.S.A,a88c699b8a1eaaccf30598491a9ee0e6
KEYSPAN CORP,KSE,1062379,49337W100 542671102,NYSE,True,Domestic Common Stock,Utilities,Utilities - Regulated Gas,4924,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,,Utilities,USD,New York; U.S.A,5be75578ec479e6513dee8d4a9fbefa2
CELANESE CORP,CE,1306830,150870103,NYSE,False,Domestic Common Stock,Basic Materials,Chemicals,2820,Manufacturing,Plastic Material Synth Resin/Rubber Cellulos (No Glass),,Chemicals,USD,Texas; U.S.A,e674fe04bef9c39702e8938b9aa5dc69
STANLEY BLACK & DECKER INC,SWK,93556,854502101 854616109,NYSE,False,Domestic Common Stock Primary Class,Industrials,Tools & Accessories,3420,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials,USD,Connecticut; U.S.A,e3dc7509e1df3ba0f1de50df1e778c34
KEURIG DR PEPPER INC,KDP,1418135,26138E109 49271V100,NYSE,False,Domestic Common Stock,Consumer Defensive,Beverages - Non-Alcoholic,2080,Manufacturing,Beverages,,Beer & Liquor,USD,Massachusetts; U.S.A,d7bd5590af40b2c202fb84282f01f298
ALPHABET INC,GOOG,1652044,02079K107 38259P706,NASDAQ,False,Domestic Common Stock Secondary Class,Technology,Internet Content & Information,7370,Services,Services-Computer Programming Data Processing Etc.,,Business Services,USD,California; U.S.A,972f224b99db63cc3f0ab175eb171249
AMERICAN AIRLINES GROUP INC,AAL,6201,02376R102,NASDAQ,False,Domestic Common Stock,Industrials,Airlines,4512,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,USD,Texas; U.S.A,2abec5e05ce206a98025c65fc1e5c645
RANGE RESOURCES CORP,RRC,315852,75281A109 541509303,NYSE,False,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,0aa37aed3799eb7ce5f265b92a5fb8d8
ESTEE LAUDER COMPANIES INC,EL,1001250,518439104,NYSE,False,Domestic Common Stock,Consumer Defensive,Household & Personal Products,2844,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,USD,New York; U.S.A,b73dccd51cf994ee5271dedda2c70d59
INVESCO LTD,IVZ,914208,G491BT108 46127U104,NYSE,False,Domestic Common Stock,Financial Services,Asset Management,6282,Finance Insurance And Real Estate,Investment Advice,,Trading,USD,Georgia; U.S.A,f1eda57d485fe09275ac2ca62842b684
PARKER HANNIFIN CORP,PH,76334,701094104,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3490,Manufacturing,Miscellaneous Fabricated Metal Products,,Construction Materials,USD,Ohio; U.S.A,deb56e7ed00e6efea61ae588ae547e10
RADIOSHACK CORP,RSHCQ,96289,750438103 875382103 74979E101,NYSE,True,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5731,Retail Trade,Retail-Radio Tv & Consumer Electronics Stores,,Retail,USD,Texas; U.S.A,b2540684dc84424207454abe74ff0a50
OLD KENT FINANCIAL CORP,OK,746969,679833103,NASDAQ,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Michigan; U.S.A,3fb2dbff6b2ce285f72859c65a307147
HALLIBURTON CO,HAL,45012,406216101,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Equipment & Services,1389,Mining,Oil & Gas Field Services Nec,,Petroleum and Natural Gas,USD,Texas; U.S.A,4d3c714fc9a80fd0e6bacb9ba9b7660d
KELLOGG CO,K,55067,487836108,NYSE,False,Domestic Common Stock,Consumer Defensive,Packaged Foods,2040,Manufacturing,Grain Mill Products,,Food Products,USD,Michigan; U.S.A,03e77cfb664d3fae8345b9a53bdc8a79
ACTIVISION BLIZZARD INC,ATVI,718877,00507V109 004930202,NASDAQ,False,Domestic Common Stock,Technology,Electronic Gaming & Multimedia,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,86d6a959b359d4cd439c1707f602bd6b
